company_names,cars_names,car_types,engines,fuel_types_cleaned,cc_battery_capacity,horsepower,total_speed,performance_0_100_km/h,seats,torque,cars_prices_cad,cars_prices_usd
Nissan,X-Trail Hybrid,sedan,2.0L Inline-4 Hybrid,hybrid,1997 cc,179.0,180.0,9.4,5.0,207.0,38475.0,28500.0
Nissan,Pathfinder Rock Creek,suv,3.5L V6,gas,3498 cc,284.0,190.0,7.4,7.0,351.0,57807.0,42820.0
Nissan,Armada Platinum,others,5.6L V8,gas,5552 cc,400.0,210.0,6.5,8.0,560.0,88155.0,65300.0
Nissan,Terrano XL,sedan,1.6L Inline-4,gas,1598 cc,104.0,165.0,12.5,5.0,145.0,18900.0,14000.0
Nissan,GT-R50 by Italdesign,sports,3.8L Twin-Turbo V6,gas,3799 cc,720.0,315.0,2.5,2.0,780.0,1485000.0,1100000.0
Nissan,370Z NISMO,sports,3.7L V6,gas,3696 cc,350.0,250.0,5.2,2.0,374.0,61816.5,45790.0
Nissan,Ariya E-4ORCE,sedan,Dual Electric Motors,electric,87 kWh,389.0,200.0,5.1,5.0,600.0,81000.0,60000.0
Nissan,Patrol NISMO,suv,5.6L V8,gas,5552 cc,428.0,210.0,6.5,7.0,560.0,141750.0,105000.0
Nissan,Infiniti Q60*,sports,3.0L V6 Twin-Turbo,gas,2997 cc,300.0,250.0,5.0,4.0,400.0,56362.5,41750.0
Nissan,Primera,sedan,2.0L Inline-4,gas,1998 cc,140.0,200.0,9.6,5.0,190.0,27000.0,20000.0
Nissan,Skyline,sedan,3.0L V6 Twin-Turbo,gas,2997 cc,400.0,250.0,5.0,5.0,475.0,67500.0,50000.0
Nissan,Cedric,sedan,2.0L Inline-6,gas,1998 cc,150.0,190.0,10.5,5.0,190.0,29700.0,22000.0
Nissan,Gloria,sedan,2.5L V6,gas,2498 cc,210.0,210.0,8.6,5.0,250.0,40500.0,30000.0
Nissan,Stanza,sedan,1.8L Inline-4,gas,1796 cc,120.0,175.0,11.0,5.0,170.0,24975.0,18500.0
Nissan,Patrol Super Safari,suv,4.8L Inline-6,gas,4750 cc,280.0,190.0,8.2,7.0,451.0,74250.0,55000.0
Nissan,Pathfinder Hybrid,suv,2.5L Inline-4 Hybrid,hybrid,2488 cc,250.0,190.0,7.7,7.0,329.0,57375.0,42500.0
Nissan,X-Terra Pro-4X,suv,2.5L Inline-4,gas,2498 cc,190.0,175.0,10.8,7.0,240.0,54000.0,40000.0
Nissan,Rogue Platinum,sedan,1.5L Turbo Inline-3,gas,1497 cc,201.0,180.0,8.2,5.0,300.0,51300.0,38000.0
Nissan,Qashqai Tekna,sedan,1.3L Turbo Hybrid Inline-4,hybrid,1332 cc,158.0,190.0,9.2,5.0,270.0,48600.0,36000.0
Nissan,GT-R V-Spec,sports,3.8L Twin-Turbo V6,gas,3799 cc,600.0,330.0,2.8,2.0,652.0,236250.0,175000.0
Nissan,Skyline NISMO,sedan,3.0L Twin-Turbo V6,gas,2997 cc,420.0,270.0,4.7,5.0,475.0,74250.0,55000.0
Nissan,Ariya Lounge Edition,sedan,Dual Electric Motors,electric,87 kWh,389.0,200.0,5.1,5.0,600.0,85050.0,63000.0
Nissan,Patrol Titanium,suv,5.6L V8,gas,5552 cc,428.0,210.0,6.5,7.0,560.0,132300.0,98000.0
Nissan,Infiniti FX50*,sedan,5.0L V8,gas,5026 cc,390.0,250.0,5.6,5.0,500.0,83362.5,61750.0
Nissan,Avenir,sedan,2.0L Inline-4,gas,1998 cc,140.0,180.0,9.8,5.0,186.0,27000.0,20000.0
Nissan,Wingroad,sedan,1.8L Inline-4,gas,1798 cc,125.0,175.0,10.8,5.0,168.0,24300.0,18000.0
Nissan,Presea,sedan,1.8L Inline-4,gas,1838 cc,115.0,170.0,11.5,5.0,161.0,23625.0,17500.0
Nissan,Leopard,sedan,3.0L V6,gas,2960 cc,210.0,200.0,8.4,5.0,265.0,43200.0,32000.0
Nissan,Sunny NISMO Edition,sedan,1.6L Turbo Inline-4,gas,1598 cc,190.0,200.0,7.5,5.0,240.0,32400.0,24000.0
Nissan,Paladin,sedan,2.4L Inline-4,gas,2438 cc,150.0,180.0,10.6,5.0,217.0,27000.0,20000.0
Nissan,Hardbody SUV,sedan,2.5L Inline-4,gas,2498 cc,158.0,175.0,11.0,5.0,225.0,24975.0,18500.0
Nissan,Patrol Desert Edition,suv,5.6L V8,gas,5552 cc,428.0,210.0,6.5,7.0,560.0,128250.0,95000.0
Nissan,Pathfinder Armada,suv,5.6L V8,gas,5552 cc,400.0,200.0,6.5,7.0,560.0,81000.0,60000.0
Nissan,Rogue Midnight Edition,sedan,1.5L Turbo Inline-3,gas,1497 cc,201.0,180.0,8.2,5.0,300.0,52650.0,39000.0
Nissan,GT-R Black Edition,sports,3.8L Twin-Turbo V6,gas,3799 cc,600.0,330.0,2.8,2.0,652.0,249750.0,185000.0
Nissan,Fairlady Z Heritage,sports,3.0L Twin-Turbo V6,gas,2997 cc,400.0,250.0,4.2,2.0,475.0,64800.0,48000.0
Nissan,Skyline GT-R R34,sports,2.6L Twin-Turbo Inline-6,gas,2568 cc,276.0,250.0,5.6,4.0,392.0,94500.0,70000.0
Nissan,Ariya Premiere,sedan,Dual Electric Motors,electric,87 kWh,389.0,200.0,5.1,5.0,600.0,90450.0,67000.0
Nissan,Infiniti QX55*,sedan,2.0L VC-Turbo Inline-4,gas,1997 cc,268.0,230.0,6.5,5.0,380.0,67500.0,50000.0
Nissan,NV350 Caravan,bus/truck,2.5L Inline-4 Diesel,gas,2488 cc,129.0,155.0,12.5,8.0,356.0,37800.0,28000.0
Nissan,Navara,sedan,2.3L Inline-4 Diesel,gas,2298 cc,190.0,180.0,10.2,5.0,450.0,43200.0,32000.0
Nissan,Titan XD,suv,5.6L V8,gas,5552 cc,400.0,195.0,6.9,6.0,560.0,74250.0,55000.0
Nissan,Evalia,others,1.5L Inline-4 Diesel,gas,1461 cc,85.0,140.0,15.0,7.0,200.0,33750.0,25000.0
Nissan,Cabstar,sedan,2.5L Inline-4 Diesel,gas,2488 cc,130.0,145.0,14.8,3.0,350.0,36450.0,27000.0
Nissan,Cherry,others,1.4L Inline-4,gas,1397 cc,67.0,145.0,14.0,5.0,110.0,18900.0,14000.0
Nissan,Laurel,others,2.8L Inline-6 Diesel,gas,2825 cc,94.0,160.0,12.5,5.0,184.0,29700.0,22000.0
Nissan,Silvia,sedan,2.0L Turbo Inline-4,gas,1998 cc,247.0,235.0,5.9,4.0,275.0,60750.0,45000.0
Nissan,NX Coupe,coupe,2.0L Inline-4,gas,1998 cc,140.0,200.0,9.0,4.0,180.0,29700.0,22000.0
Nissan,AD Wagon,sedan,1.5L Inline-4,gas,1498 cc,105.0,165.0,12.3,5.0,150.0,21600.0,16000.0
Nissan,Patrol Super Safari Y61,suv,4.8L Inline-6,gas,4750 cc,280.0,190.0,8.2,7.0,451.0,78300.0,58000.0
Nissan,Pathfinder Rock Creek Edition,suv,3.5L V6,gas,3498 cc,284.0,195.0,7.2,7.0,351.0,59400.0,44000.0
Nissan,Terrano II,sedan,2.7L Inline-4 Diesel,gas,2664 cc,125.0,160.0,12.9,5.0,278.0,37800.0,28000.0
Nissan,Murano CrossCabriolet,sedan,3.5L V6,gas,3498 cc,260.0,195.0,7.6,4.0,325.0,63450.0,47000.0
Nissan,X-Trail Tekna,sedan,1.5L Turbo Hybrid,hybrid,1497 cc,204.0,190.0,8.0,5.0,305.0,58050.0,43000.0
Nissan,GT-R LM NISMO,sports,3.0L Twin-Turbo V6 Hybrid,hybrid,3000 cc,500.0,320.0,3.0,2.0,650.0,810000.0,600000.0
Nissan,Skyline 400R,sedan,3.0L Twin-Turbo V6,gas,2997 cc,400.0,250.0,4.5,5.0,475.0,94500.0,70000.0
Nissan,Infiniti G37*,sedan,3.7L V6,gas,3696 cc,328.0,250.0,5.5,5.0,365.0,56700.0,42000.0
Nissan,Patrol Black Edition,suv,5.6L V8,gas,5552 cc,400.0,200.0,6.5,7.0,560.0,114750.0,85000.0
Nissan,Ariya Empower+,sedan,Dual Electric Motors,electric,87 kWh,389.0,200.0,5.1,5.0,600.0,91800.0,68000.0
Nissan,Datsun 510 (Classic),others,1.6L Inline-4,gas,1595 cc,96.0,175.0,10.2,4.0,135.0,33750.0,25000.0
Nissan,200SX,sports,2.0L Turbo Inline-4,gas,1998 cc,200.0,240.0,7.2,4.0,265.0,40500.0,30000.0
Nissan,300ZX,sports,3.0L Twin-Turbo V6,gas,2960 cc,300.0,250.0,5.9,4.0,384.0,67500.0,50000.0
Nissan,R390 GT1 Road Car,sports,3.5L Twin-Turbo V8,gas,3495 cc,550.0,354.0,3.3,2.0,637.0,1350000.0,1000000.0
Nissan,Figaro,others,1.0L Turbo Inline-4,gas,987 cc,76.0,170.0,12.8,4.0,103.0,27000.0,20000.0
Nissan,Hardbody Truck,sedan,2.4L Inline-4,gas,2389 cc,134.0,160.0,10.6,5.0,206.0,33750.0,25000.0
Nissan,Atlas,sedan,3.0L Inline-4 Diesel,gas,2999 cc,130.0,130.0,18.0,3.0,300.0,47250.0,35000.0
Nissan,Clipper,others,660cc Inline-3,gas,659 cc,48.0,110.0,18.5,4.0,62.0,13500.0,10000.0
Nissan,NV200,suv,2.0L Inline-4,gas,1998 cc,131.0,140.0,14.0,7.0,188.0,37800.0,28000.0
Nissan,Violet,others,1.8L Inline-4,gas,1770 cc,85.0,155.0,13.8,5.0,130.0,24300.0,18000.0
Nissan,Bluebird Z,sedan,2.0L Inline-4,gas,1998 cc,140.0,190.0,11.0,5.0,180.0,31050.0,23000.0
Nissan,Stanza Wagon,suv,2.4L Inline-4,gas,2389 cc,138.0,160.0,12.0,7.0,205.0,29700.0,22000.0
Nissan,180SX,sports,2.0L Turbo Inline-4,gas,1998 cc,205.0,240.0,6.8,4.0,275.0,47250.0,35000.0
Nissan,Sunny California,sedan,1.6L Inline-4,gas,1597 cc,110.0,170.0,11.0,5.0,140.0,24300.0,18000.0
Nissan,Patrol Warrior,suv,5.6L V8,gas,5552 cc,428.0,205.0,6.3,7.0,580.0,128250.0,95000.0
Nissan,Pathfinder Armada Platinum,suv,5.6L V8,gas,5552 cc,400.0,190.0,6.8,7.0,560.0,94500.0,70000.0
Nissan,Rogue Sport SL,sedan,2.0L Inline-4,gas,1998 cc,141.0,190.0,9.0,5.0,195.0,43200.0,32000.0
Nissan,X-Trail Platinum Edition,sedan,1.5L Turbo Hybrid,hybrid,1497 cc,204.0,190.0,8.0,5.0,305.0,62100.0,46000.0
Nissan,Qashqai e-Power,sedan,1.5L Hybrid,hybrid,1497 cc,187.0,200.0,7.5,5.0,330.0,54000.0,40000.0
Nissan,GT-R Egoist,sports,3.8L Twin-Turbo V6,gas,3799 cc,565.0,315.0,2.8,2.0,637.0,297000.0,220000.0
Nissan,Infiniti M45*,sedan,4.5L V8,gas,4494 cc,325.0,250.0,5.8,5.0,451.0,67500.0,50000.0
Nissan,Skyline 50th Anniversary,sedan,3.0L Twin-Turbo V6,gas,2997 cc,400.0,250.0,4.5,5.0,475.0,101250.0,75000.0
Nissan,Ariya Dual Motor AWD,sedan,Dual Electric Motors,electric,87 kWh,389.0,200.0,5.1,5.0,600.0,94500.0,70000.0
Nissan,Patrol Legend Edition,suv,5.6L V8,gas,5552 cc,428.0,205.0,6.3,7.0,580.0,128250.0,95000.0
Nissan,Datsun 240Z (Classic),sedan,2.4L Inline-6,gas,2393 cc,151.0,210.0,8.0,2.0,198.0,60750.0,45000.0
Nissan,100NX,sedan,1.6L Inline-4,gas,1597 cc,110.0,185.0,9.6,4.0,135.0,24300.0,18000.0
Nissan,Cedric Special Edition,sedan,3.0L V6,gas,2960 cc,250.0,225.0,8.5,5.0,330.0,81000.0,60000.0
Nissan,300ZX Turbo,sports,3.0L Twin-Turbo V6,gas,2960 cc,300.0,250.0,5.9,4.0,384.0,74250.0,55000.0
Nissan,Silvia S15 Spec-R,sports,2.0L Turbo Inline-4,gas,1998 cc,250.0,240.0,5.6,4.0,300.0,47250.0,35000.0
Nissan,NV400,sedan,2.3L Inline-4 Diesel,gas,2298 cc,135.0,150.0,15.0,3.0,360.0,54000.0,40000.0
Nissan,Titan Warrior,sedan,5.6L V8,gas,5552 cc,400.0,180.0,7.0,5.0,560.0,74250.0,55000.0
Nissan,Caravan Coach,suv,2.5L Inline-4 Diesel,gas,2498 cc,127.0,140.0,14.0,7.0,260.0,40500.0,30000.0
Nissan,Serena e-Power,suv,1.2L Hybrid,hybrid,1198 cc,134.0,160.0,12.0,7.0,320.0,47250.0,35000.0
Nissan,Elgrand,suv,3.5L V6,gas,3498 cc,280.0,200.0,8.5,7.0,344.0,67500.0,50000.0
Nissan,Datsun 510,others,1.6L Inline-4,gas,1595 cc,96.0,175.0,10.2,4.0,135.0,33750.0,25000.0
Nissan,Prairie,sedan,2.0L Inline-4,gas,1998 cc,120.0,175.0,11.0,5.0,170.0,24300.0,18000.0
Nissan,Pulsar GTI-R,sedan,2.0L Turbo Inline-4,gas,1998 cc,230.0,225.0,6.0,5.0,280.0,40500.0,30000.0
Nissan,Almera Tino,sedan,1.8L Inline-4,gas,1769 cc,114.0,180.0,12.5,5.0,160.0,20250.0,15000.0
Nissan,Lucino,sedan,1.6L Inline-4,gas,1597 cc,115.0,185.0,10.5,5.0,150.0,16200.0,12000.0
Nissan,Rasheen,sedan,1.5L Inline-4,gas,1497 cc,105.0,165.0,13.0,5.0,135.0,13500.0,10000.0
Nissan,Mistral,suv,2.7L Turbo Diesel,gas,2663 cc,125.0,160.0,12.5,7.0,260.0,33750.0,25000.0
Nissan,Patrol Y60,suv,4.2L Inline-6,gas,4169 cc,155.0,160.0,12.0,7.0,330.0,60750.0,45000.0
Nissan,X-Trail GT,sedan,2.0L Turbo Inline-4,gas,1998 cc,280.0,215.0,6.4,5.0,310.0,51300.0,38000.0
Nissan,Terrano Regulus,sedan,3.3L V6,gas,3275 cc,170.0,175.0,10.0,5.0,290.0,37800.0,28000.0
Nissan,President,sedan,4.5L V8,gas,4494 cc,280.0,210.0,7.5,5.0,400.0,94500.0,70000.0
Nissan,Cima,sedan,4.1L V8,gas,4130 cc,270.0,210.0,8.0,5.0,390.0,81000.0,60000.0
Nissan,Leopard J. Ferie,sedan,3.0L V6 Turbo,gas,2960 cc,255.0,215.0,6.5,5.0,340.0,60750.0,45000.0
Nissan,Gloria Gran Turismo,sedan,3.0L V6 Turbo,gas,2960 cc,255.0,220.0,6.5,5.0,340.0,67500.0,50000.0
Nissan,Infiniti Q45*,sedan,4.5L V8,gas,4494 cc,340.0,240.0,6.2,5.0,450.0,67500.0,50000.0
Nissan,Datsun 240Z,sedan,2.4L Inline-6,gas,2393 cc,151.0,210.0,8.0,2.0,198.0,60750.0,45000.0
Nissan,280ZX,sedan,2.8L Inline-6,gas,2753 cc,145.0,205.0,9.5,2.0,210.0,47250.0,35000.0
Nissan,Silvia S13,sedan,1.8L Turbo Inline-4,gas,1809 cc,175.0,215.0,6.8,4.0,230.0,27000.0,20000.0
Nissan,200SX,sedan,2.0L Turbo Inline-4,gas,1998 cc,200.0,225.0,7.0,4.0,260.0,33750.0,25000.0
Nissan,NX Coupe,coupe,1.8L Inline-4,gas,1839 cc,140.0,200.0,9.0,4.0,180.0,24300.0,18000.0
Nissan,NV2500,coupe,4.0L V6,gas,3954 cc,261.0,160.0,10.0,2.0,385.0,48600.0,36000.0
Nissan,NV3500,sports,5.6L V8,gas,5552 cc,375.0,170.0,9.0,2.0,525.0,56700.0,42000.0
Nissan,NT400 Cabstar,sedan,3.0L Inline-4 Diesel,gas,2953 cc,150.0,140.0,15.0,3.0,350.0,47250.0,35000.0
Porsche,Panamera,sports,2.9L V6 Twin Turbo,gas,2894 cc,330.0,270.0,5.6,4.0,450.0,118800.0,88000.0
Porsche,Panamera 4,sports,2.9L V6 Twin Turbo,gas,2894 cc,330.0,270.0,5.4,4.0,450.0,124200.0,92000.0
Porsche,Panamera 4S,sports,2.9L V6 Twin Turbo,gas,2894 cc,440.0,289.0,4.4,4.0,550.0,141750.0,105000.0
Porsche,Panamera Turbo S,sports,4.0L V8 Twin Turbo,gas,3996 cc,620.0,315.0,3.1,4.0,820.0,243000.0,180000.0
Porsche,Panamera GTS,sports,4.0L V8 Twin Turbo,gas,3996 cc,473.0,300.0,3.9,4.0,620.0,175500.0,130000.0
Porsche,Panamera Platinum Edition,sports,2.9L V6 Twin Turbo,gas,2894 cc,330.0,270.0,5.4,4.0,450.0,137700.0,102000.0
Porsche,Panamera E-Hybrid,sports,2.9L V6 + Electric Motor,gas,17.9 kWh Battery,455.0,280.0,4.4,4.0,700.0,155250.0,115000.0
Porsche,Panamera 4 E-Hybrid Sport Turismo,sports,2.9L V6 + Electric Motor,gas,17.9 kWh Battery,455.0,280.0,4.4,4.0,700.0,162000.0,120000.0
Porsche,Panamera Turbo S E-Hybrid,sports,4.0L V8 + Electric Motor,gas,17.9 kWh Battery,690.0,315.0,3.2,4.0,870.0,256500.0,190000.0
Porsche,Panamera 4 Executive,sports,2.9L V6 Twin Turbo,gas,2894 cc,330.0,270.0,5.6,4.0,450.0,128250.0,95000.0
Porsche,Cayenne,sedan,3.0L V6 Turbo,gas,2995 cc,335.0,245.0,5.9,5.0,450.0,108000.0,80000.0
Porsche,Cayenne Coupe,coupe,3.0L V6 Turbo,gas,2995 cc,335.0,245.0,6.0,5.0,450.0,114750.0,85000.0
Porsche,Cayenne S,sedan,2.9L V6 Twin Turbo,gas,2894 cc,434.0,265.0,5.0,5.0,550.0,128250.0,95000.0
Porsche,Cayenne Turbo,sports,4.0L V8 Twin Turbo,gas,3996 cc,541.0,286.0,4.0,5.0,770.0,175500.0,130000.0
Porsche,Cayenne GTS,sedan,4.0L V8 Twin Turbo,gas,3996 cc,453.0,270.0,4.5,5.0,620.0,148500.0,110000.0
Porsche,Cayenne Turbo S E-Hybrid,sports,4.0L V8 + Electric Motor,gas,17.9 kWh Battery,670.0,295.0,3.6,5.0,900.0,229500.0,170000.0
Porsche,Macan,sedan,2.0L I4 Turbo,gas,1984 cc,261.0,232.0,6.2,5.0,400.0,81000.0,60000.0
Porsche,Macan S,sedan,2.9L V6 Twin Turbo,gas,2894 cc,375.0,259.0,4.8,5.0,520.0,101250.0,75000.0
Porsche,Macan GTS,sedan,2.9L V6 Twin Turbo,gas,2894 cc,434.0,272.0,4.5,5.0,550.0,114750.0,85000.0
Porsche,Macan T,sedan,2.0L I4 Turbo,gas,1984 cc,261.0,232.0,6.2,5.0,400.0,87750.0,65000.0
Porsche,911 Carrera,sports,3.0L Flat-6 Twin Turbo,gas,2981 cc,379.0,293.0,4.2,4.0,450.0,148500.0,110000.0
Porsche,911 Carrera S,sports,3.0L Twin-Turbo Flat-6,gas,2981 cc,443.0,308.0,3.5,4.0,528.0,177255.0,131300.0
Porsche,911 Carrera 4,sports,3.0L Twin-Turbo Flat-6,gas,2981 cc,379.0,293.0,4.2,4.0,450.0,143775.0,106500.0
Porsche,911 Carrera 4S,sports,3.0L Twin-Turbo Flat-6,gas,2981 cc,443.0,306.0,3.4,4.0,528.0,152955.0,113300.0
Porsche,911 Targa 4,sports,3.0L Twin-Turbo Flat-6,gas,2981 cc,379.0,289.0,4.4,4.0,450.0,163755.0,121300.0
Porsche,911 Turbo,sports,3.8L Twin-Turbo Flat-6,gas,3745 cc,572.0,320.0,2.7,4.0,750.0,266220.0,197200.0
Porsche,911 Turbo S,sports,3.8L Twin-Turbo Flat-6,gas,3745 cc,640.0,330.0,2.6,4.0,800.0,311040.0,230400.0
Porsche,911 GT3,sports,4.0L Naturally Aspirated Flat-6,gas,3996 cc,502.0,318.0,3.4,2.0,469.0,217485.0,161100.0
Porsche,911 GT3 RS,sports,4.0L Naturally Aspirated Flat-6,gas,3996 cc,518.0,296.0,3.2,2.0,465.0,325755.0,241300.0
Porsche,911 Dakar,sports,3.0L Twin-Turbo Flat-6,gas,2981 cc,473.0,240.0,3.4,2.0,570.0,299700.0,222000.0
Porsche,Taycan,sedan,Dual Electric Motors,electric,79.2 kWh,402.0,230.0,5.4,4.0,344.0,117045.0,86700.0
Porsche,Taycan 4S,sports,Dual Electric Motors,electric,79.2 kWh,522.0,250.0,4.0,4.0,640.0,140130.0,103800.0
Porsche,Taycan Turbo,sports,Dual Electric Motors,electric,93.4 kWh,670.0,260.0,3.2,4.0,850.0,203715.0,150900.0
Porsche,Taycan Turbo S,sports,Dual Electric Motors,electric,93.4 kWh,750.0,260.0,2.8,4.0,1050.0,249750.0,185000.0
Porsche,Taycan GTS,sports,Dual Electric Motors,electric,93.4 kWh,590.0,250.0,3.5,4.0,850.0,179212.5,132750.0
Porsche,Taycan Cross Turismo,sedan,Dual Electric Motors,electric,93.4 kWh,469.0,220.0,4.8,5.0,500.0,131895.0,97700.0
Porsche,Taycan Sport Turismo,sedan,Dual Electric Motors,electric,79.2 kWh,509.0,240.0,4.1,5.0,650.0,140400.0,104000.0
Porsche,718 Cayman,sports,2.0L Turbocharged Flat-4,gas,1988 cc,300.0,275.0,4.9,2.0,380.0,85590.0,63400.0
Porsche,718 Cayman S,sports,2.5L Turbocharged Flat-4,gas,2497 cc,350.0,285.0,4.4,2.0,420.0,101790.0,75400.0
Porsche,718 Cayman GT4,sports,4.0L Naturally Aspirated Flat-6,gas,3995 cc,414.0,302.0,4.2,2.0,420.0,135270.0,100200.0
Porsche,718 Cayman GT4 RS,sports,4.0L Naturally Aspirated Flat-6,gas,3996 cc,493.0,315.0,3.2,2.0,450.0,191295.0,141700.0
Porsche,718 Boxster,sports,2.0L Turbo Flat-4,gas,1988 cc,300.0,275.0,4.9,2.0,380.0,88425.0,65500.0
Porsche,718 Boxster T,sports,2.0L Turbo Flat-4,gas,1988 cc,300.0,275.0,4.7,2.0,380.0,93960.0,69600.0
Porsche,718 Boxster GTS,sports,4.0L Naturally Aspirated Flat-6,gas,3995 cc,394.0,293.0,4.3,2.0,430.0,121905.0,90300.0
Porsche,718 Spyder,sports,4.0L Naturally Aspirated Flat-6,gas,3995 cc,414.0,301.0,4.1,2.0,420.0,132705.0,98300.0
Porsche,Panamera Base,sports,2.9L Twin-Turbo V6,gas,2894 cc,325.0,265.0,5.6,4.0,450.0,124605.0,92300.0
Porsche,Panamera 4 E-Hybrid,sports,2.9L Twin-Turbo V6 + Electric Motor,hybrid,2894 cc,462.0,280.0,4.4,4.0,700.0,152955.0,113300.0
Porsche,Panamera 4 Sport Turismo,sports,2.9L Twin-Turbo V6,gas,2894 cc,325.0,265.0,5.5,4.0,450.0,136890.0,101400.0
Porsche,Panamera Turbo S E-Hybrid Sport Turismo,sports,4.0L Twin-Turbo V8 + Electric Motor,hybrid,3996 cc,690.0,315.0,3.2,4.0,870.0,270270.0,200200.0
Porsche,Panamera 4S E-Hybrid Executive,sports,2.9L Twin-Turbo V6 + Electric Motor,hybrid,2894 cc,560.0,295.0,3.7,4.0,750.0,174015.0,128900.0
Porsche,Panamera Platinum Edition,sports,2.9L Twin-Turbo V6,gas,2894 cc,325.0,265.0,5.6,4.0,450.0,132705.0,98300.0
Porsche,Panamera GTS Sport Turismo,sports,4.0L Twin-Turbo V8,gas,3996 cc,473.0,300.0,3.9,4.0,620.0,184815.0,136900.0
Porsche,Panamera Turbo Executive,sports,4.0L Twin-Turbo V8,gas,3996 cc,550.0,306.0,3.8,4.0,770.0,236520.0,175200.0
Porsche,Panamera Turbo S Exclusive Series,sports,4.0L Twin-Turbo V8,gas,3996 cc,570.0,310.0,3.8,4.0,800.0,391500.0,290000.0
Porsche,Panamera 4S ,sports,2.9L Twin-Turbo V6,gas,2894 cc,443.0,289.0,4.1,4.0,550.0,141750.0,105000.0
Porsche,Macan Base,sedan,2.0L Turbo Inline-4,gas,1984 cc,265.0,232.0,6.4,5.0,400.0,78300.0,58000.0
Porsche,Macan T,sedan,2.0L Turbo Inline-4,gas,1984 cc,265.0,233.0,6.2,5.0,400.0,85050.0,63000.0
Porsche,Macan S,sedan,2.9L Twin-Turbo V6,gas,2894 cc,375.0,259.0,4.6,5.0,520.0,95040.0,70400.0
Porsche,Macan GTS,sedan,2.9L Twin-Turbo V6,gas,2894 cc,434.0,272.0,4.3,5.0,550.0,111915.0,82900.0
Porsche,Macan EV ,sports,Dual Electric Motors,electric,95 kWh,603.0,240.0,4.0,5.0,750.0,114750.0,85000.0
Porsche,Cayenne Base,sedan,3.0L Turbocharged V6,gas,2995 cc,335.0,245.0,5.9,5.0,450.0,97470.0,72200.0
Porsche,Cayenne E-Hybrid,sedan,3.0L V6 + Electric Motor,hybrid,2995 cc,455.0,253.0,4.8,5.0,700.0,122850.0,91000.0
Porsche,Cayenne S Coupe,sports,2.9L Twin-Turbo V6,gas,2894 cc,434.0,263.0,4.7,4.0,550.0,127305.0,94300.0
Porsche,Cayenne Turbo GT,sports,4.0L Twin-Turbo V8,gas,3996 cc,631.0,300.0,3.3,4.0,850.0,245902.5,182150.0
Porsche,Cayenne Platinum Edition,sedan,3.0L Turbocharged V6,gas,2995 cc,335.0,245.0,5.8,5.0,450.0,106650.0,79000.0
Porsche,Cayenne Turbo S E-Hybrid Coupe,sports,4.0L Twin-Turbo V8 + Electric Motor,hybrid,3996 cc,670.0,295.0,3.6,4.0,900.0,226530.0,167800.0
Porsche,Cayenne GTS Coupe,sports,4.0L Twin-Turbo V8,gas,3996 cc,453.0,270.0,4.5,4.0,620.0,150120.0,111200.0
Porsche,Cayenne Diesel (Regional Markets),sedan,3.0L Turbo Diesel V6,gas,2967 cc,262.0,221.0,7.3,5.0,580.0,93150.0,69000.0
Porsche,Cayenne S Hybrid,sedan,3.0L V6 + Electric Motor,hybrid,2995 cc,380.0,242.0,6.5,5.0,580.0,115425.0,85500.0
Porsche,Cayenne Coupe Turbo E-Hybrid,sports,4.0L Twin-Turbo V8 + Electric Motor,hybrid,3996 cc,728.0,295.0,3.6,4.0,950.0,246915.0,182900.0
Porsche,Taycan Base,sedan,Dual Electric Motors,electric,79.2 kWh,321.0,230.0,5.4,4.0,345.0,117045.0,86700.0
Cadillac,CT4,sedan,2.0L Turbo Inline-4 Gasoline,gas,2000 cc,237.0,250.0,6.0,5.0,350.0,46433.2,34395.0
Cadillac,CT4-V,sedan,2.7L Turbo Inline-4 Gasoline,gas,2700 cc,325.0,260.0,4.9,5.0,500.0,62903.3,46595.0
Cadillac,CT5,sedan,2.0L Turbo Inline-4 Gasoline,gas,2000 cc,237.0,240.0,6.6,5.0,350.0,51563.2,38195.0
Cadillac,CT5-V,sedan,3.0L Twin-Turbo V6 Gasoline,gas,3000 cc,360.0,250.0,4.6,5.0,550.0,68843.2,50995.0
Porsche,Taycan Cross Turismo 4,sports,Dual Electric Motors,electric,93.4 kWh,375.0,240.0,5.1,4.0,500.0,127980.0,94800.0
Porsche,Taycan Cross Turismo GTS,sports,Dual Electric Motors,electric,93.4 kWh,590.0,250.0,3.8,4.0,620.0,188190.0,139400.0
Porsche,Taycan Sport Turismo Base,sedan,Dual Electric Motors,electric,79.2 kWh,375.0,230.0,5.4,4.0,500.0,122175.0,90500.0
Porsche,Taycan Sport Turismo GTS,sports,Dual Electric Motors,electric,93.4 kWh,590.0,250.0,3.7,4.0,620.0,184545.0,136700.0
Porsche,Taycan Turbo S Cross Turismo,sports,Dual Electric Motors,electric,93.4 kWh,750.0,260.0,2.9,4.0,1050.0,256500.0,190000.0
Porsche,911 Carrera Base,sports,3.0L Twin-Turbo Flat-6,gas,2981 cc,379.0,293.0,4.2,4.0,450.0,143235.0,106100.0
Porsche,911 Carrera S Cabriolet,sports,3.0L Twin-Turbo Flat-6,gas,2981 cc,443.0,304.0,3.9,4.0,530.0,175365.0,129900.0
